FirstName,LastName,Position,FinalRating,Acc,Speed,Power,Accuracy,Penalty,ShortPass,LongPass,Agility,Control,Strength,Stealing
Brayden,Addison,Forward,63.881,88,50,32,71,45,52,85,55,86,70,80
Jean,Deal,Goaltender,68.269,84,64,74,65,89,67,52,75,60,72,45
Galen,Moore,Forward,71.593,75,75,86,84,79,49,58,71,72,39,84
Joan,Cannon,Defender,76.778,92,99,65,79,79,60,73,70,63,64,67
Zakary,Denny,Goaltender,66.939,80,65,60,68,86,64,79,46,75,45,69
Kelvin,Newell,Defender,76.645,70,77,87,69,83,72,92,59,60,75,66
Ramon,Holliday,Forward,69.864,64,61,80,61,62,73,67,58,73,64,96
Kameron,Zepeda,Midfield,64.147,48,64,75,73,63,61,65,53,74,74,66
Gilbert,Plummer,Defender,75.316,61,73,78,80,62,73,88,63,58,76,88
Sincere,Sebastian,Defender,59.759,53,72,62,64,58,61,40,72,35,82,84
Rodrigo,Fortin,Forward,65.609,45,78,61,70,60,66,76,65,70,56,80
Steven,Wheat,Forward,66.806,92,50,69,79,65,58,48,68,74,66,67
Darren,McCallum,Defender,67.604,46,77,70,80,68,99,38,56,59,86,63
Osvaldo,Harrell,Midfield,69.731,59,98,91,80,84,75,74,64,55,45,33
Alvaro,Haase,Forward,66.141,44,51,70,77,81,74,65,79,67,59,64
Ryan,Barbour,Defender,79.97,80,65,90,76,79,83,78,60,88,63,73
Gaige,Muniz,Midfield,71.194,80,88,82,70,64,84,70,61,53,63,54
Griffin,Hendricks,Goaltender,70.529,59,48,55,88,63,93,69,67,82,66,74
Irving,Westbrook,Midfield,60.291,60,43,82,71,65,61,60,54,78,55,58
Jajuan,Buck,Midfield,62.817,66,84,75,44,55,71,64,73,57,58,59
Colt,Akin,Defender,67.604,73,49,85,86,68,52,55,75,58,77,64
Houston,Groff,Forward,69.598,89,61,65,77,75,71,47,73,85,61,53
Augustine,Salter,Midfield,73.587,50,47,95,96,58,84,76,69,70,62,80
London,Watson,Forward,66.407,80,79,58,86,71,65,56,66,59,57,56
Dejon,Goldman,Midfield,68.003,50,57,65,64,99,60,76,63,54,80,77
Gerardo,Molina,Goaltender,75.981,71,32,67,71,70,85,84,61,99,75,90
Raul,Soto,Goaltender,68.535,74,68,43,66,70,74,76,48,89,65,76
Mark,Hurley,Forward,64.147,65,58,92,82,60,80,57,66,44,57,55
Marquez,Pardo,Defender,73.587,75,67,73,61,55,85,76,74,81,64,76
Abner,Bragg,Midfield,76.247,62,76,71,84,80,78,83,72,60,67,74
Roberto,Bouchard,Defender,62.418,56,63,99,71,88,55,55,52,56,55,53
Jacoby,Boone,Defender,56.701,47,50,42,66,56,91,57,53,71,69,58
Rasheed,Ly,Goaltender,70.13,62,50,86,72,70,73,81,78,62,73,54
Braydon,Butcher,Midfield,69.997,62,69,58,80,67,54,82,75,79,87,47
Alexander,Montgomery,Defender,70.13,76,71,83,65,82,66,63,57,64,45,89
Bruce,Martell,Forward,73.321,68,87,92,54,71,74,76,78,45,68,72
Dallas,Guerrero,Goaltender,79.305,58,78,77,74,80,89,99,77,77,77,44
Jonathan,Elrod,Forward,68.934,58,79,74,78,42,57,72,68,83,69,72
Rohan,Jauregui,Forward,62.019,65,47,62,72,86,54,28,65,75,80,66
Mauricio,Hamby,Forward,73.055,72,62,54,74,50,77,86,75,66,81,86
Kale,Ouellette,Forward,71.46,61,73,87,77,54,57,75,57,80,65,85
Drew,Tully,Forward,66.407,80,87,53,47,58,63,74,61,33,79,98
Mason,Welch,Defender,62.285,52,45,67,54,64,85,86,67,63,57,62
Cullen,Blair,Forward,62.551,89,70,56,84,74,83,47,64,47,40,50
Latrell,Means,Defender,72.922,77,69,85,75,83,66,79,76,58,45,69
Timothy,Pardo,Forward,72.391,69,71,83,74,80,93,75,65,60,44,64
Trevon,Marquardt,Midfield,70.396,63,69,87,59,81,64,66,83,58,58,75
Fabian,Argueta,Defender,72.524,64,71,77,65,66,77,76,80,66,56,81
Donte,Cathey,Goaltender,61.753,49,49,56,90,70,76,57,54,46,56,95
Terence,Hidalgo,Midfield,63.748,28,69,84,46,79,90,79,51,70,69,48
Keith,Segura,Forward,67.87,76,85,50,80,58,62,99,55,59,51,69
Jeremy,Mcfarlane,Midfield,57.366,43,53,51,64,64,54,82,54,39,99,62
Noe,Littlefield,Forward,67.737,49,66,61,77,81,69,82,56,87,53,62
Tony,Schilling,Defender,56.302,76,44,57,47,68,52,59,53,69,68,64
Mordechai,Zhou,Midfield,75.316,77,91,44,62,81,89,82,73,70,78,53
Octavio,Harms,Defender,61.62,60,74,78,69,58,60,61,73,50,56,58
Nikolas,Grimes,Forward,58.961,69,81,53,69,56,78,60,64,46,55,46
London,Hill,Forward,70.795,62,68,77,80,75,80,78,65,61,54,66
Markus,Yost,Midfield,65.211,80,78,54,57,77,81,81,62,42,48,64
Joaquin,Hofmann,Forward,67.87,68,68,63,41,74,74,76,72,57,79,72
Donte,Coyle,Defender,63.083,48,73,79,50,70,66,65,51,72,63,71
Mariano,Mcnulty,Defender,74.784,70,85,36,71,62,90,66,86,78,70,82
Jamison,Rutledge,Goaltender,57.765,90,88,63,60,70,58,55,50,53,34,47
Devonte,Whitaker,Forward,64.28,91,68,53,48,84,41,92,69,60,55,56
Oscar,Skinner,Midfield,68.801,60,85,71,80,66,73,55,77,60,77,47
Jerimiah,Atwood,Defender,64.679,74,48,56,87,64,58,64,46,72,79,72
Will,Segura,Defender,66.806,63,68,84,68,70,69,27,92,49,69,77
Dakotah,Ahmed,Midfield,78.374,49,74,88,96,67,55,81,87,75,76,75
Mauro,Burleson,Forward,61.886,47,60,76,84,83,70,64,56,77,33,49
Dayton,Clemens,Defender,72.789,74,99,63,51,88,62,62,58,71,86,67
Ezra,Clarkson,Goaltender,71.859,65,89,50,77,84,61,87,66,66,66,63
Jamison,Kuntz,Forward,52.978,48,76,61,70,31,55,55,47,55,52,82
Keyshawn,Adame,Forward,74.784,76,71,65,73,79,89,89,62,64,77,51
Edmund,Templeton,Midfield,75.848,72,83,67,99,84,58,80,65,49,66,81
Reid,Saavedra,Midfield,75.715,74,72,66,72,66,63,92,78,54,96,70
Shaun,Borden,Defender,72.922,42,54,67,71,82,94,80,88,75,63,66
Layton,Tripp,Goaltender,66.54,76,57,63,76,50,53,98,71,57,54,79
Ben,Cochran,Defender,56.169,67,52,50,62,45,65,85,58,44,69,59
Sydney,Hawley,Goaltender,62.418,77,80,68,79,64,84,53,68,38,44,48
Tucker,Bell,Defender,65.609,66,46,99,50,50,44,71,72,90,80,59
Remington,Pond,Forward,60.69,52,57,53,60,76,78,55,74,44,89,52
Paul,Turley,Forward,71.593,76,82,56,81,54,58,62,50,69,85,99
Winston,Gilmore,Midfield,75.05,92,61,78,62,77,74,57,94,61,80,62
Walker,Herzog,Midfield,78.108,79,77,75,74,57,81,55,74,66,84,99
Jamaal,Bentley,Midfield,63.482,77,60,99,68,67,77,74,54,42,46,47
Oliver,Havens,Forward,65.211,47,84,45,62,66,72,66,80,62,77,63
Orion,Irving,Forward,80.767,90,65,71,86,87,58,99,63,80,88,54
Braiden,Mojica,Midfield,76.114,65,60,82,85,70,59,82,83,84,67,69
Giovani,Daniel,Midfield,66.407,93,72,70,81,93,48,65,44,60,40,67
Ean,Doll,Defender,66.54,73,75,72,77,72,64,60,73,62,48,58
Dakota,Hofmann,Forward,62.817,57,74,99,52,69,71,76,47,63,38,60
Dakoda,Holder,Forward,74.119,84,63,73,80,80,90,60,66,60,62,73
Jacques,Christy,Midfield,67.87,66,59,86,72,55,54,58,81,93,66,54
Trevion,Southard,Defender,67.338,58,72,61,80,91,59,67,38,69,69,76
Gannon,Timmons,Goaltender,73.986,93,59,79,75,82,74,61,57,57,73,80
Franco,Chang,Forward,70.928,54,76,61,99,77,70,67,82,79,74,28
Guy,Chisholm,Midfield,68.136,95,52,62,88,89,41,61,53,84,79,42
Dario,Epperson,Forward,64.945,74,75,43,61,74,59,76,87,45,64,64
Bryon,Tafoya,Midfield,72.391,76,76,83,64,63,84,65,66,87,56,58
Steven,Bray,Forward,80.102,79,89,72,77,87,79,73,61,90,79,50
Andy,Eaton,Midfield,57.233,57,82,36,59,62,66,64,77,48,46,67
Dejuan,Cody,Midfield,67.338,65,75,70,90,64,93,60,74,66,45,38
Adan,Skinner,Midfield,73.055,67,74,77,60,86,99,53,82,71,67,47
Leslie,Blake,Forward,71.46,69,49,83,71,83,73,71,71,69,75,57
Zack,Koehn,Goaltender,71.061,85,78,94,66,73,51,55,72,75,61,58
Ken,Dickens,Defender,81.299,95,90,68,56,94,92,87,68,70,71,54
Braydon,McGregor,Forward,66.407,57,56,50,68,70,67,73,72,67,89,64
Jayvon,Burks,Forward,56.568,79,64,40,53,63,72,47,60,41,75,65
Wilson,Link,Midfield,73.986,58,88,71,69,66,74,90,83,61,72,58
Andrew,Sapp,Defender,54.706,72,45,55,46,71,65,58,52,71,51,59
Bowen,Limon,Defender,73.055,54,96,71,63,82,65,57,45,67,84,99
Jayson,Haase,Defender,69.332,68,93,51,74,66,57,76,58,53,69,90
Drake,Grissom,Goaltender,71.593,82,69,74,96,62,69,58,79,68,45,70
Rowan,Ibrahim,Defender,63.083,62,52,49,42,77,99,57,67,75,57,71
Andres,Marshall,Forward,59.759,83,57,61,54,79,48,76,45,64,52,64
Cedric,Leon,Defender,77.177,75,90,76,66,98,91,61,65,54,75,63
Neo,Bearden,Forward,71.726,74,70,74,70,70,57,66,90,69,74,59
Armani,Michael,Forward,71.327,82,65,46,82,74,96,72,64,58,67,64
Zavier,Tomlinson,Midfield,64.014,86,66,74,35,74,60,74,50,88,44,64
Prince,Whitten,Midfield,68.269,53,70,54,71,84,77,69,70,87,62,50
Killian,Landis,Forward,62.019,52,77,67,62,56,62,41,86,59,60,78
Nickolas,Whitaker,Forward,64.679,65,63,75,44,48,55,62,79,69,82,78
Floyd,Fahey,Forward,65.609,57,45,78,52,68,70,72,72,67,71,75
Jaime,Yeager,Midfield,67.338,76,71,87,50,56,65,51,70,56,76,82
Kevon,Tolliver,Forward,69.066,59,53,66,85,61,67,56,55,80,82,89
Johnathan,Rector,Forward,74.917,85,82,68,34,79,90,99,52,63,74,71
Rick,Begley,Forward,59.759,40,51,65,59,82,72,73,72,58,23,88
Jovani,Sneed,Goaltender,64.679,56,56,53,63,85,53,61,77,58,69,89
Enzo,Sharp,Defender,69.997,68,62,56,65,64,76,76,69,56,74,94
Nico,Bostic,Defender,76.114,81,73,77,63,99,68,57,85,83,63,57
Payton,Crockett,Goaltender,70.662,51,67,84,91,78,60,90,61,67,60,56
Rahul,Ellington,Defender,64.812,69,67,76,65,56,58,42,41,74,93,80
Cecil,Rosas,Defender,55.105,58,67,77,85,45,68,50,61,35,46,56
Adriel,Vigil,Forward,61.62,64,76,53,50,70,71,70,58,70,50,65
Marco,Burnside,Midfield,68.535,88,76,81,46,86,70,69,57,63,58,55
Kolby,Cannon,Defender,62.152,64,63,71,85,66,76,47,45,71,42,71
Blair,Trejo,Goaltender,78.507,91,87,76,50,84,94,64,68,74,84,52
Marquis,Counts,Goaltender,62.95,64,68,66,60,53,58,63,58,55,90,72
Braden,Rader,Forward,71.194,77,72,77,68,83,72,79,59,48,59,75
Brandon,Schaffer,Goaltender,68.402,64,80,86,59,55,72,80,44,91,51,66
Alexzander,Nunley,Defender,65.742,62,90,78,64,51,69,53,60,83,60,58
Tony,Iverson,Defender,71.726,87,63,74,66,58,64,82,48,73,84,74
Fernando,Sandoval,Defender,57.366,38,53,51,63,52,64,78,66,48,82,70
Kristopher,Cody,Forward,62.418,51,50,66,75,82,78,61,59,72,61,48
Logan,Dickens,Defender,79.172,86,79,68,83,68,81,91,74,62,73,64
Jarrod,Joseph,Forward,60.557,46,79,68,56,58,61,76,79,68,39,59
Tomas,Winslow,Midfield,66.806,73,76,79,90,62,44,62,67,72,35,76
Jerry,Corbett,Midfield,66.939,69,51,52,56,53,85,75,91,73,64,68
Payne,Calkins,Defender,66.673,64,80,46,69,43,53,75,67,66,98,74
Kristofer,Lipscomb,Forward,66.54,60,66,69,80,60,42,80,63,69,96,49
Khalid,Ragan,Goaltender,79.172,67,87,87,74,81,96,68,63,65,80,61
Erich,Swan,Defender,56.701,66,53,49,50,44,83,63,52,63,84,53
Oscar,Browne,Forward,68.269,85,66,46,73,91,64,75,65,58,63,61
Skyler,Redman,Midfield,58.429,73,67,69,42,44,85,67,67,45,54,60
Bradley,Wooten,Goaltender,61.886,40,65,61,77,55,76,53,68,62,53,89
Keshon,Reid,Defender,60.823,70,66,70,63,53,62,71,59,59,61,57
Timothy,Bader,Forward,70.662,76,82,64,76,60,61,75,42,83,80,66
Deondre,Cano,Defender,68.269,74,82,80,58,76,40,70,66,48,77,76
Colt,Bonilla,Midfield,64.812,44,60,73,57,56,64,80,86,74,52,75
Willis,Markham,Goaltender,65.875,65,53,86,54,66,61,74,70,71,78,51
Loren,Solis,Midfield,58.562,65,56,61,79,44,61,55,70,63,48,72
Payne,Cochran,Defender,58.429,56,76,70,65,64,67,46,50,59,67,53
Blaise,Frick,Forward,79.438,84,83,65,74,86,72,60,99,70,79,59
Ryder,Yee,Defender,69.997,63,67,86,74,99,52,75,61,76,65,42
Treyvon,Whitlock,Midfield,74.119,53,89,81,91,52,95,85,59,54,64,68
Damion,Montgomery,Defender,58.562,65,53,64,47,59,63,59,52,78,60,74
Alonso,Dodds,Forward,64.413,52,72,58,58,61,99,43,62,84,63,66
Sonny,Koch,Defender,63.482,40,48,58,59,79,81,71,62,96,52,65
Pranav,Bartlett,Forward,74.518,75,91,67,65,99,67,53,50,99,72,56
Ryan,Woodworth,Goaltender,72.524,73,91,54,43,75,76,58,76,61,96,76
Franco,Weatherford,Midfield,63.482,40,49,62,68,53,87,90,65,68,64,65
Ismael,Tully,Forward,72.524,98,61,74,66,82,61,77,53,92,40,75
Elliott,Colon,Defender,74.518,70,93,90,86,66,66,71,89,66,52,45
Malik,Huang,Midfield,75.05,67,82,54,75,87,62,99,83,61,54,74
Kyler,Grooms,Forward,71.859,65,67,61,87,59,60,90,68,66,82,69
Fred,Stack,Goaltender,65.078,78,71,71,78,79,71,72,43,66,47,47
Brennen,Correa,Goaltender,70.928,60,64,99,72,54,74,74,60,69,75,66
Ivan,Wilks,Defender,67.87,64,65,79,71,68,85,59,86,67,46,54
Silas,Ng,Defender,63.881,48,77,72,70,54,56,71,76,55,62,73
Tucker,Compton,Defender,53.244,41,70,79,74,79,63,57,56,36,41,38
Warren,Li,Forward,67.338,66,61,92,81,79,66,53,59,72,64,47
Trevor,Mehta,Defender,72.258,64,74,78,51,77,99,97,81,59,45,52
Dejuan,Stevenson,Forward,75.449,70,75,99,53,70,86,73,62,79,79,55
Avery,Cartwright,Defender,66.806,50,99,80,90,64,64,49,63,75,60,42
Jamir,Briones,Forward,60.291,60,46,61,50,43,70,74,53,66,86,78
Jordy,Corrigan,Midfield,64.679,69,70,50,50,66,74,62,69,52,88,70
Paris,Jerome,Midfield,62.817,75,73,63,66,71,57,84,69,77,35,36
Jeremiah,Cosgrove,Midfield,75.582,70,82,92,69,84,61,68,99,59,62,56
Syed,Gill,Midfield,74.917,64,60,84,63,72,89,75,58,81,76,75
Dakota,Chiu,Goaltender,67.604,99,58,84,92,70,70,74,48,63,39,45
Branden,Christian,Defender,71.327,78,75,70,53,75,48,87,70,79,55,80
Jacob,Townsend,Defender,74.119,79,74,80,68,70,66,82,60,99,59,54
Hakeem,Oliva,Forward,73.454,56,66,52,58,73,78,94,56,70,97,86
Ladarius,Royal,Forward,79.039,62,65,87,62,94,95,92,86,47,64,74
Hakeem,Muller,Defender,73.986,71,79,82,70,81,63,57,83,65,99,40
Dillon,Rizzo,Defender,61.488,76,74,55,56,76,27,39,71,61,62,99
Greyson,Dowd,Midfield,67.338,66,57,87,49,73,92,67,76,61,59,53
Rocky,Bull,Midfield,63.083,74,86,59,85,51,77,54,66,46,45,65
Keagan,Wong,Midfield,70.13,92,73,68,77,46,68,70,55,62,67,83
Brayan,Herzog,Defender,52.446,46,71,56,42,78,53,77,38,61,55,51
Byron,Kirkpatrick,Forward,66.008,50,54,54,81,61,61,85,50,63,80,91
Mark,Stull,Defender,68.535,60,88,73,99,54,50,89,74,43,57,62
Darryl,Bartlett,Forward,75.449,99,62,54,86,84,72,83,63,77,64,57
John,Havens,Goaltender,82.23,83,82,98,51,84,99,75,85,53,99,43
Demetrius,March,Defender,62.019,53,57,67,59,76,71,69,63,55,83,47
Adonis,Yost,Defender,69.864,73,62,63,58,75,56,77,85,51,67,92
Geoffrey,Morris,Forward,64.546,68,87,68,72,61,56,64,46,53,73,71
Uriah,Richards,Defender,72.789,78,71,58,76,52,88,74,63,65,90,66
Genaro,Fritz,Defender,64.413,71,64,49,61,70,76,60,42,83,68,74
Gabriel,Joyner,Forward,67.205,49,70,78,63,55,99,71,80,46,43,85
Louie,Porras,Defender,77.177,82,54,59,74,86,91,85,53,97,51,82
Quinlan,Witte,Defender,65.476,65,41,59,53,56,83,73,77,70,72,77
Kobie,Britton,Forward,61.355,51,93,38,76,85,85,59,36,65,59,48
Trevin,Shin,Defender,66.141,70,57,75,72,68,68,75,57,64,68,57
Isai,Pierre,Midfield,69.199,59,70,92,56,77,79,70,65,72,66,48
Adan,Stephenson,Forward,64.413,77,42,64,60,63,73,66,53,80,74,66
Zaire,Cullen,Defender,66.274,50,67,71,61,77,82,91,45,57,65,66
Mikel,Kinsey,Midfield,78.906,63,76,79,71,84,79,68,92,31,85,99
Kristian,Schafer,Goaltender,65.742,95,77,68,99,51,56,64,77,28,56,57
Jensen,Valle,Midfield,66.806,66,65,53,50,80,66,73,72,77,50,84
Brennen,Stock,Midfield,77.177,67,73,99,94,92,70,72,83,65,34,65
Keshon,McKay,Forward,76.38,71,78,79,77,80,63,73,84,72,51,80
Finn,Cosby,Forward,67.338,73,49,72,93,53,59,44,68,73,80,76
Moshe,Castro,Forward,66.673,89,79,57,62,69,57,62,59,69,65,67
Zaire,Dove,Midfield,64.679,58,66,72,73,54,91,52,48,96,47,63
Preston,Taylor,Defender,82.097,76,99,73,69,99,71,55,74,77,83,75
Davis,Bryson,Midfield,69.598,58,60,69,63,71,75,85,56,65,85,70
Clayton,Doe,Midfield,55.238,79,78,73,62,44,70,22,54,77,51,39
Kenneth,Harmon,Defender,57.765,58,49,76,58,63,45,59,85,48,52,75
Ignacio,McDaniel,Midfield,62.285,57,60,63,71,67,76,51,46,50,62,99
Kristofer,Hunt,Midfield,56.967,52,54,83,62,60,69,58,53,54,52,65
Campbell,Carr,Forward,65.476,63,78,31,77,65,62,69,85,69,69,58
Russell,Fulton,Midfield,72.657,82,57,69,66,99,85,75,82,60,63,42
Braiden,Cannon,Midfield,73.853,70,61,90,76,99,73,68,65,66,50,71
Tyrek,Bearden,Forward,75.715,68,75,90,66,85,87,72,59,72,77,52
Elian,Burleson,Midfield,72.922,77,76,62,85,88,75,58,62,76,70,53
Baby,Durbin,Defender,68.402,83,54,99,93,53,70,54,74,56,58,54
Brennen,Harvey,Forward,69.598,68,86,92,58,57,58,75,61,73,78,51
Keyon,Moore,Defender,70.928,69,59,73,85,60,78,64,80,74,60,65
Grady,Frick,Defender,70.263,70,64,68,77,85,76,67,62,61,71,61
Alexandre,Stephens,Forward,83.427,99,70,95,89,88,76,76,77,67,52,72
Matthias,Reardon,Forward,83.028,84,85,92,86,72,84,79,72,61,59,84
Anderson,Ventura,Midfield,63.615,94,42,67,82,71,57,68,68,76,39,48
Maverick,Callahan,Defender,74.385,80,60,89,69,99,84,67,55,49,71,70
Conrad,Li,Forward,65.343,60,80,38,64,89,74,72,50,71,62,65
Dominic,Hawthorne,Forward,72.391,46,86,43,56,88,62,90,89,75,86,57
Angelo,Timmons,Goaltender,67.737,66,73,85,73,70,51,52,62,72,60,79
Jaren,Olivas,Midfield,74.252,92,61,66,80,93,59,68,74,65,63,71
Nicholas,Haynes,Forward,61.355,74,66,45,76,63,61,58,56,62,63,71
Baylor,Moore,Forward,67.338,82,95,52,78,74,72,43,61,48,76,59
Jarvis,Keegan,Defender,72.258,94,64,85,93,79,50,63,55,66,72,56
Kavon,Mcallister,Midfield,69.066,65,67,81,67,46,82,52,85,60,74,74
Orlando,Addison,Goaltender,70.13,78,76,79,73,61,99,47,57,81,49,61
Sydney,Newell,Defender,74.518,85,84,65,67,75,70,70,67,73,72,66
Luiz,Luciano,Defender,80.767,54,67,98,49,78,79,68,74,99,89,86
Milan,Karr,Defender,63.083,64,55,66,77,74,71,69,57,82,40,53
Lukas,Poirier,Forward,71.593,53,58,60,69,57,72,62,75,69,99,98
Kristopher,Jacob,Midfield,72.125,49,60,68,68,83,77,99,71,82,50,69
Yehuda,Marquardt,Forward,65.476,60,73,63,53,39,91,89,84,55,57,62
Devlin,Spangler,Forward,71.992,82,72,62,69,75,81,68,58,57,80,71
Jaime,Lira,Defender,69.997,70,71,52,88,77,66,68,65,97,55,51
Darin,Toth,Defender,56.169,44,58,65,73,60,58,61,59,67,63,48
Lamar,Solis,Midfield,64.147,70,60,63,64,87,51,59,55,65,71,71
Declan,Travis,Midfield,70.263,59,49,56,67,72,66,82,57,84,99,71
Solomon,Phillips,Midfield,71.194,70,74,72,81,71,80,88,53,57,63,60
Axel,Waller,Goaltender,68.535,99,82,65,84,74,55,58,71,57,58,46
Jayce,Boykin,Defender,75.848,74,65,65,80,74,76,78,77,79,62,74
Grady,Cormier,Defender,74.784,87,50,76,85,86,86,79,60,69,70,48
Alonso,Limon,Defender,65.875,65,76,43,81,56,90,76,46,30,89,77
Rolando,Ridgeway,Forward,68.003,66,61,80,61,45,72,69,65,77,80,69
Payne,North,Midfield,70.662,67,60,87,68,77,78,74,61,57,58,78
Marcel,Pickard,Forward,76.114,93,58,80,99,53,86,52,62,78,57,88
Junior,Holder,Forward,84.357,74,86,90,84,81,86,66,70,84,78,69
Roy,Montez,Defender,60.025,58,49,82,65,78,64,90,37,51,43,68
Remington,Needham,Forward,78.241,81,66,64,91,94,93,71,79,61,73,49
Braedon,Glaser,Forward,75.449,99,78,79,49,53,78,78,79,60,82,66
Jayson,Kaplan,Forward,76.778,62,61,55,99,99,75,60,80,77,65,78
Hezekiah,Jerome,Midfield,64.812,67,58,71,75,54,55,69,51,58,88,75
Dakotah,Coburn,Midfield,63.216,89,62,51,81,59,69,70,58,58,47,65
Estevan,Fitch,Defender,71.061,85,72,99,69,37,60,70,66,84,61,65
Trevin,McCollum,Forward,72.125,78,71,65,60,91,73,69,53,56,80,80
Braden,Wheat,Defender,71.859,91,79,77,81,81,67,63,47,67,52,69
Douglas,Robledo,Midfield,62.285,74,62,57,56,60,50,85,66,79,57,56
Jim,Weber,Goaltender,70.795,74,84,86,69,93,73,82,55,44,50,56
Jerry,Koehn,Midfield,64.014,79,72,61,79,51,81,49,58,76,47,62
Maximiliano,Sierra,Midfield,62.285,68,64,79,72,47,56,87,69,52,54,54
Franklin,Irwin,Midfield,66.939,56,75,71,86,50,61,74,60,65,60,79
Ladarius,McGregor,Forward,70.529,59,59,71,82,52,99,76,57,64,73,72
Moses,Aragon,Midfield,61.488,57,77,39,69,99,38,59,73,60,61,64
Marquis,Foley,Forward,73.72,75,87,98,80,54,62,55,69,63,76,69
Bobby,Cody,Forward,60.291,57,43,55,73,66,73,55,70,63,45,87
Tyrique,Altamirano,Midfield,68.003,81,64,48,69,70,71,48,75,50,90,79
Ryan,Long,Forward,73.454,78,70,80,83,73,65,49,74,72,67,75
Raul,Chavez,Forward,70.795,69,87,69,84,73,67,81,47,70,69,50
Solomon,Vu,Forward,64.546,58,73,45,62,56,76,51,77,75,71,75
Harris,Keenan,Forward,66.54,76,86,61,73,89,70,47,51,64,66,51
Harry,Blair,Forward,65.609,68,73,62,63,57,67,63,60,58,77,79
Braydon,Stoddard,Defender,58.03,46,50,62,93,68,72,57,48,53,48,73
Gavyn,Metcalf,Goaltender,66.274,74,56,74,48,95,73,46,74,67,50,75
Miguel,McGregor,Forward,59.094,68,82,50,75,57,63,57,40,60,57,69
Ken,Santamaria,Goaltender,70.529,59,76,55,89,71,60,71,68,81,81,53
Rylan,Card,Midfield,69.332,73,78,89,55,77,77,59,59,49,87,52
Zander,Carrington,Forward,70.13,82,68,46,77,99,83,61,51,71,66,57
Gavyn,Lehman,Defender,68.003,58,86,51,74,84,79,70,46,60,64,73
Jarrod,Brittain,Forward,64.147,64,88,52,69,66,83,38,57,67,73,59
Elliott,Mojica,Forward,54.307,70,74,53,40,60,53,72,49,53,40,78
Arthur,Bagwell,Goaltender,58.828,71,65,61,68,54,82,55,54,65,64,37
Marco,Alfaro,Midfield,62.95,67,49,79,49,60,79,58,66,68,59,73
Kelvin,Kline,Defender,73.055,52,91,75,83,56,81,95,73,70,61,46
Simon,Showalter,Midfield,71.992,68,97,72,84,75,62,59,86,46,72,54
Ben,Adam,Midfield,75.848,79,73,77,70,66,72,62,88,52,71,94
Milo,Muir,Forward,73.986,65,49,85,75,77,68,99,74,64,52,82
Allan,Cooke,Defender,61.886,81,46,65,68,96,50,73,65,35,48,72
Rocky,Jauregui,Midfield,64.014,63,46,66,64,94,46,76,65,69,53,73
Jadyn,Reid,Forward,76.247,77,76,80,74,93,99,52,67,71,62,56
Darrien,Reynoso,Forward,59.626,49,67,64,58,40,59,65,53,51,99,77
Travion,Beckman,Forward,65.476,68,61,62,57,80,72,73,41,57,71,84
Vincent,Luong,Defender,64.546,79,86,54,60,42,63,52,71,50,90,72
Davon,English,Defender,71.992,62,45,75,58,64,82,66,87,60,83,93
Pierre,Schaffer,Defender,72.657,66,91,63,84,73,73,73,64,60,59,74
Stephan,Longoria,Midfield,63.748,81,73,60,63,71,82,67,50,72,54,40
Christion,Phillips,Goaltender,54.839,65,73,82,55,52,66,82,44,28,42,57
Blake,Cheek,Midfield,66.673,52,54,66,75,67,83,47,89,75,69,58
Larry,Cutler,Defender,65.476,43,53,82,73,90,78,74,34,91,40,68
Caelan,Keating,Defender,71.194,65,99,59,78,44,77,78,52,70,91,56
Kellen,Barry,Midfield,70.263,67,76,97,45,69,59,85,99,56,45,64
Markel,Roy,Defender,65.609,63,82,50,83,55,37,80,69,66,64,78
Roman,Valles,Forward,70.263,56,58,65,52,99,79,51,72,48,96,86
Dominique,Mosley,Forward,61.886,64,75,59,69,49,56,52,58,58,92,67
Shayne,Benavidez,Defender,66.54,67,75,58,76,63,70,60,66,60,67,72
Zackery,Swafford,Defender,65.875,74,61,82,52,72,78,42,65,58,81,64
Maximus,Zepeda,Defender,66.141,76,54,62,51,64,89,58,65,68,84,60
Adam,Barrow,Goaltender,63.349,60,77,74,63,70,47,76,53,44,85,61
Malcolm,Christian,Midfield,67.072,64,68,75,82,78,71,60,54,66,49,71
Johnson,Arias,Defender,60.291,72,37,63,56,56,68,68,59,62,83,63
Khalid,Schaffer,Forward,74.784,70,71,99,50,89,75,85,68,49,59,81
Clinton,Royal,Midfield,63.083,65,65,55,44,53,57,90,67,81,75,56
Rasheed,Liang,Forward,71.194,64,66,89,61,81,67,76,74,62,56,73
Stefan,Gaither,Goaltender,76.911,70,95,66,95,86,85,59,56,79,63,58
Daren,Stack,Midfield,82.23,63,63,77,87,95,88,76,67,95,60,81
Chaim,Solorio,Midfield,79.039,95,58,59,73,75,99,66,55,83,81,84
John,Rector,Forward,64.679,61,56,84,38,54,96,72,60,66,82,51
Kory,Wahl,Forward,63.615,65,90,67,58,63,81,29,80,75,47,57
Slade,Doty,Defender,64.546,62,41,92,63,81,58,65,52,59,64,82
Neal,Schindler,Midfield,74.252,38,88,87,40,96,65,74,91,96,54,63
Morris,Molina,Goaltender,63.349,57,97,55,62,99,77,42,60,55,58,48
Angelo,Chaney,Forward,64.28,58,67,55,65,99,94,50,77,43,62,47
